match_id,season,team,batsman,runs,balls_faced,fours,sixes,dismissed,strike_rate
92,2014,Kolkata Knight Riders,Andre Russell,25,30,3,2,False,83.33
92,2014,Kolkata Knight Riders,Nitish Rana,51,57,4,4,True,89.47
93,2014,Delhi Capitals,David Warner,40,50,4,2,False,80.0
93,2014,Delhi Capitals,Prithvi Shaw,43,63,5,1,True,68.25
93,2014,Delhi Capitals,Rishabh Pant,33,38,4,3,True,86.84
93,2014,Delhi Capitals,Axar Patel,11,11,1,0,True,100.0
93,2014,Punjab Kings,Shikhar Dhawan,0,0,0,0,False,0.0
93,2014,Punjab Kings,Jonny Bairstow,15,15,1,1,True,100.0
93,2014,Punjab Kings,Liam Livingstone,44,67,4,1,True,65.67
93,2014,Punjab Kings,Sam Curran,43,54,4,3,True,79.63
94,2014,Chennai Super Kings,MS Dhoni,65,81,7,2,True,80.25
94,2014,Chennai Super Kings,Ruturaj Gaikwad,30,48,3,1,True,62.5
94,2014,Chennai Super Kings,Devon Conway,69,73,6,6,True,94.52
94,2014,Chennai Super Kings,Ambati Rayudu,19,21,2,2,False,90.48
94,2014,Mumbai Indians,Rohit Sharma,49,56,5,4,True,87.5
94,2014,Mumbai Indians,Ishan Kishan,43,43,3,2,False,100.0
94,2014,Mumbai Indians,Suryakumar Yadav,42,52,7,3,True,80.77
94,2014,Mumbai Indians,Hardik Pandya,62,87,11,3,True,71.26
95,2014,Sunrisers Hyderabad,Kane Williamson,40,62,4,1,True,64.52
95,2014,Sunrisers Hyderabad,Abhishek Sharma,64,70,8,2,True,91.43
95,2014,Sunrisers Hyderabad,Rahul Tripathi,36,36,6,3,False,100.0
95,2014,Sunrisers Hyderabad,Nicholas Pooran,0,0,0,0,False,0.0
95,2014,Royal Challengers Bangalore,Virat Kohli,55,56,5,5,True,98.21
95,2014,Royal Challengers Bangalore,Faf du Plessis,27,38,4,3,True,71.05
95,2014,Royal Challengers Bangalore,Glenn Maxwell,60,71,4,5,False,84.51
95,2014,Royal Challengers Bangalore,Dinesh Karthik,44,45,4,3,True,97.78
96,2014,Kolkata Knight Riders,Shreyas Iyer,39,41,3,4,True,95.12
96,2014,Kolkata Knight Riders,Venkatesh Iyer,83,110,8,3,True,75.45
96,2014,Kolkata Knight Riders,Andre Russell,12,18,1,1,True,66.67
96,2014,Kolkata Knight Riders,Nitish Rana,47,62,5,1,True,75.81
96,2014,Rajasthan Royals,Jos Buttler,39,56,4,3,False,69.64
96,2014,Rajasthan Royals,Sanju Samson,2,2,0,0,False,100.0
96,2014,Rajasthan Royals,Yashasvi Jaiswal,19,30,3,0,True,63.33
96,2014,Rajasthan Royals,Devdutt Padikkal,86,111,7,8,True,77.48
97,2014,Delhi Capitals,David Warner,33,33,2,2,True,100.0
97,2014,Delhi Capitals,Prithvi Shaw,66,66,11,5,True,100.0
97,2014,Delhi Capitals,Rishabh Pant,61,69,8,5,False,88.41
97,2014,Delhi Capitals,Axar Patel,44,44,6,4,True,100.0
97,2014,Chennai Super Kings,MS Dhoni,46,46,7,2,True,100.0
97,2014,Chennai Super Kings,Ruturaj Gaikwad,39,39,3,4,True,100.0
97,2014,Chennai Super Kings,Devon Conway,79,79,7,5,False,100.0
97,2014,Chennai Super Kings,Ambati Rayudu,57,65,9,5,True,87.69
98,2014,Punjab Kings,Shikhar Dhawan,82,108,8,5,False,75.93
98,2014,Punjab Kings,Jonny Bairstow,59,66,8,5,True,89.39
98,2014,Punjab Kings,Liam Livingstone,56,56,9,3,False,100.0
98,2014,Punjab Kings,Sam Curran,30,34,3,3,True,88.24
98,2014,Rajasthan Royals,Jos Buttler,56,56,8,3,True,100.0
98,2014,Rajasthan Royals,Sanju Samson,19,26,2,1,True,73.08
98,2014,Rajasthan Royals,Yashasvi Jaiswal,60,60,9,6,True,100.0
98,2014,Rajasthan Royals,Devdutt Padikkal,22,37,2,1,True,59.46
99,2014,Sunrisers Hyderabad,Kane Williamson,42,51,5,3,True,82.35
99,2014,Sunrisers Hyderabad,Abhishek Sharma,34,38,3,3,True,89.47
99,2014,Sunrisers Hyderabad,Rahul Tripathi,34,40,2,3,True,85.0
99,2014,Sunrisers Hyderabad,Nicholas Pooran,17,20,2,0,True,85.0
99,2014,Kolkata Knight Riders,Shreyas Iyer,38,52,3,3,True,73.08
99,2014,Kolkata Knight Riders,Venkatesh Iyer,42,55,7,2,True,76.36
99,2014,Kolkata Knight Riders,Andre Russell,40,42,4,2,False,95.24
99,2014,Kolkata Knight Riders,Nitish Rana,28,38,2,2,False,73.68
100,2014,Mumbai Indians,Rohit Sharma,0,0,0,0,True,0.0
100,2014,Mumbai Indians,Ishan Kishan,55,66,8,3,False,83.33
100,2014,Mumbai Indians,Suryakumar Yadav,36,52,4,1,True,69.23
100,2014,Mumbai Indians,Hardik Pandya,72,79,9,6,True,91.14
100,2014,Royal Challengers Bangalore,Virat Kohli,61,67,9,7,True,91.04
100,2014,Royal Challengers Bangalore,Faf du Plessis,0,0,0,0,True,0.0
100,2014,Royal Challengers Bangalore,Glenn Maxwell,30,38,5,1,False,78.95
100,2014,Royal Challengers Bangalore,Dinesh Karthik,12,12,1,1,True,100.0
101,2014,Kolkata Knight Riders,Shreyas Iyer,32,32,2,1,False,100.0
101,2014,Kolkata Knight Riders,Venkatesh Iyer,56,75,8,3,False,74.67
101,2014,Kolkata Knight Riders,Andre Russell,36,36,4,1,True,100.0
101,2014,Kolkata Knight Riders,Nitish Rana,66,74,8,3,True,89.19
101,2014,Royal Challengers Bangalore,Virat Kohli,35,52,5,2,True,67.31
101,2014,Royal Challengers Bangalore,Faf du Plessis,3,5,0,0,True,60.0
101,2014,Royal Challengers Bangalore,Glenn Maxwell,51,84,9,3,True,60.71
101,2014,Royal Challengers Bangalore,Dinesh Karthik,56,69,10,3,True,81.16
102,2014,Rajasthan Royals,Jos Buttler,32,39,4,1,True,82.05
102,2014,Rajasthan Royals,Sanju Samson,77,91,12,4,True,84.62
102,2014,Rajasthan Royals,Yashasvi Jaiswal,38,38,6,3,True,100.0
102,2014,Rajasthan Royals,Devdutt Padikkal,55,79,7,5,True,69.62
102,2014,Mumbai Indians,Rohit Sharma,91,105,7,4,True,86.67
102,2014,Mumbai Indians,Ishan Kishan,46,60,5,4,True,76.67
102,2014,Mumbai Indians,Suryakumar Yadav,35,35,3,4,True,100.0
102,2014,Mumbai Indians,Hardik Pandya,44,52,4,4,True,84.62
103,2014,Chennai Super Kings,MS Dhoni,45,53,3,4,False,84.91
103,2014,Chennai Super Kings,Ruturaj Gaikwad,43,52,6,4,False,82.69
103,2014,Chennai Super Kings,Devon Conway,21,25,3,2,False,84.0
103,2014,Chennai Super Kings,Ambati Rayudu,41,43,4,4,True,95.35
103,2014,Delhi Capitals,David Warner,56,71,8,2,True,78.87
103,2014,Delhi Capitals,Prithvi Shaw,44,58,4,2,True,75.86
103,2014,Delhi Capitals,Rishabh Pant,38,45,5,3,False,84.44
103,2014,Delhi Capitals,Axar Patel,16,26,2,1,True,61.54
104,2014,Sunrisers Hyderabad,Kane Williamson,27,32,3,1,True,84.38
104,2014,Sunrisers Hyderabad,Abhishek Sharma,46,55,7,4,True,83.64
104,2014,Sunrisers Hyderabad,Rahul Tripathi,30,30,4,1,True,100.0
104,2014,Sunrisers Hyderabad,Nicholas Pooran,58,87,6,3,True,66.67
104,2014,Punjab Kings,Shikhar Dhawan,44,48,7,2,True,91.67
104,2014,Punjab Kings,Jonny Bairstow,58,71,10,5,True,81.69
104,2014,Punjab Kings,Liam Livingstone,23,44,2,0,True,52.27
104,2014,Punjab Kings,Sam Curran,36,57,3,2,False,63.16
105,2014,Royal Challengers Bangalore,Virat Kohli,49,60,6,3,False,81.67
105,2014,Royal Challengers Bangalore,Faf du Plessis,46,46,5,2,False,100.0
105,2014,Royal Challengers Bangalore,Glenn Maxwell,47,58,4,1,True,81.03
105,2014,Royal Challengers Bangalore,Dinesh Karthik,47,52,6,4,True,90.38
105,2014,Rajasthan Royals,Jos Buttler,84,100,7,5,True,84.0
105,2014,Rajasthan Royals,Sanju Samson,75,91,7,7,True,82.42
105,2014,Rajasthan Royals,Yashasvi Jaiswal,84,105,10,3,True,80.0
105,2014,Rajasthan Royals,Devdutt Padikkal,91,113,10,10,True,80.53
106,2014,Chennai Super Kings,MS Dhoni,63,72,10,4,False,87.5
106,2014,Chennai Super Kings,Ruturaj Gaikwad,23,23,3,2,True,100.0
106,2014,Chennai Super Kings,Devon Conway,27,40,2,1,True,67.5
106,2014,Chennai Super Kings,Ambati Rayudu,20,20,1,1,True,100.0
106,2014,Kolkata Knight Riders,Shreyas Iyer,24,41,3,1,True,58.54
106,2014,Kolkata Knight Riders,Venkatesh Iyer,29,41,4,1,True,70.73
106,2014,Kolkata Knight Riders,Andre Russell,37,56,5,2,False,66.07
106,2014,Kolkata Knight Riders,Nitish Rana,38,50,3,2,True,76.0
107,2014,Mumbai Indians,Rohit Sharma,19,19,2,0,False,100.0
107,2014,Mumbai Indians,Ishan Kishan,57,57,9,4,True,100.0
107,2014,Mumbai Indians,Suryakumar Yadav,23,41,3,1,True,56.1
107,2014,Mumbai Indians,Hardik Pandya,33,53,3,2,False,62.26
107,2014,Delhi Capitals,David Warner,34,34,3,2,True,100.0
107,2014,Delhi Capitals,Prithvi Shaw,24,25,2,0,True,96.0
107,2014,Delhi Capitals,Rishabh Pant,32,46,4,2,False,69.57
107,2014,Delhi Capitals,Axar Patel,56,72,4,4,False,77.78
108,2014,Sunrisers Hyderabad,Kane Williamson,47,70,4,5,True,67.14
108,2014,Sunrisers Hyderabad,Abhishek Sharma,54,54,9,1,True,100.0
108,2014,Sunrisers Hyderabad,Rahul Tripathi,53,53,8,3,False,100.0
108,2014,Sunrisers Hyderabad,Nicholas Pooran,40,50,7,2,True,80.0
108,2014,Punjab Kings,Shikhar Dhawan,84,106,8,9,True,79.25
108,2014,Punjab Kings,Jonny Bairstow,24,28,3,2,True,85.71
108,2014,Punjab Kings,Liam Livingstone,38,50,5,2,True,76.0
108,2014,Punjab Kings,Sam Curran,21,21,2,2,True,100.0
109,2014,Royal Challengers Bangalore,Virat Kohli,20,20,3,1,False,100.0
109,2014,Royal Challengers Bangalore,Faf du Plessis,48,52,6,3,True,92.31
109,2014,Royal Challengers Bangalore,Glenn Maxwell,62,78,10,6,False,79.49
109,2014,Royal Challengers Bangalore,Dinesh Karthik,74,90,8,4,True,82.22
109,2014,Kolkata Knight Riders,Shreyas Iyer,36,36,6,1,True,100.0
109,2014,Kolkata Knight Riders,Venkatesh Iyer,55,57,7,3,True,96.49
109,2014,Kolkata Knight Riders,Andre Russell,62,79,10,6,True,78.48
109,2014,Kolkata Knight Riders,Nitish Rana,55,61,8,4,True,90.16
110,2014,Delhi Capitals,David Warner,48,64,7,4,False,75.0
110,2014,Delhi Capitals,Prithvi Shaw,59,79,6,2,True,74.68
110,2014,Delhi Capitals,Rishabh Pant,59,66,7,3,False,89.39
110,2014,Delhi Capitals,Axar Patel,22,22,1,1,True,100.0
110,2014,Mumbai Indians,Rohit Sharma,13,13,1,0,True,100.0
110,2014,Mumbai Indians,Ishan Kishan,56,56,6,6,True,100.0
110,2014,Mumbai Indians,Suryakumar Yadav,3,6,0,0,True,50.0
110,2014,Mumbai Indians,Hardik Pandya,37,50,3,3,True,74.0
111,2014,Chennai Super Kings,MS Dhoni,46,46,4,3,True,100.0
111,2014,Chennai Super Kings,Ruturaj Gaikwad,51,53,8,1,False,96.23
111,2014,Chennai Super Kings,Devon Conway,88,103,11,6,False,85.44
111,2014,Chennai Super Kings,Ambati Rayudu,48,73,4,1,False,65.75
111,2014,Sunrisers Hyderabad,Kane Williamson,75,87,12,6,False,86.21
111,2014,Sunrisers Hyderabad,Abhishek Sharma,27,44,2,2,True,61.36
111,2014,Sunrisers Hyderabad,Rahul Tripathi,17,35,2,1,True,48.57
111,2014,Sunrisers Hyderabad,Nicholas Pooran,36,45,5,3,True,80.0
112,2014,Punjab Kings,Shikhar Dhawan,23,23,3,2,True,100.0
112,2014,Punjab Kings,Jonny Bairstow,28,34,2,1,True,82.35
112,2014,Punjab Kings,Liam Livingstone,15,29,2,0,True,51.72
112,2014,Punjab Kings,Sam Curran,47,56,4,2,False,83.93
112,2014,Rajasthan Royals,Jos Buttler,55,63,4,5,True,87.3
112,2014,Rajasthan Royals,Sanju Samson,44,52,7,2,True,84.62
112,2014,Rajasthan Royals,Yashasvi Jaiswal,69,93,12,5,True,74.19
112,2014,Rajasthan Royals,Devdutt Padikkal,50,64,5,2,False,78.12
113,2015,Chennai Super Kings,MS Dhoni,36,64,3,3,True,56.25
113,2015,Chennai Super Kings,Ruturaj Gaikwad,65,65,8,6,False,100.0
113,2015,Chennai Super Kings,Devon Conway,46,46,7,4,False,100.0
113,2015,Chennai Super Kings,Ambati Rayudu,32,32,4,1,True,100.0
113,2015,Punjab Kings,Shikhar Dhawan,33,33,2,3,True,100.0
113,2015,Punjab Kings,Jonny Bairstow,58,72,6,4,True,80.56
113,2015,Punjab Kings,Liam Livingstone,55,61,8,3,True,90.16
113,2015,Punjab Kings,Sam Curran,34,34,3,3,True,100.0
114,2015,Rajasthan Royals,Jos Buttler,46,46,5,4,True,100.0
114,2015,Rajasthan Royals,Sanju Samson,19,21,2,1,True,90.48
114,2015,Rajasthan Royals,Yashasvi Jaiswal,46,46,5,4,False,100.0
114,2015,Rajasthan Royals,Devdutt Padikkal,25,36,3,1,True,69.44
114,2015,Delhi Capitals,David Warner,41,55,6,1,True,74.55
114,2015,Delhi Capitals,Prithvi Shaw,63,75,8,7,True,84.0
114,2015,Delhi Capitals,Rishabh Pant,25,29,4,1,False,86.21
114,2015,Delhi Capitals,Axar Patel,81,99,12,3,True,81.82
115,2015,Royal Challengers Bangalore,Virat Kohli,28,33,2,1,True,84.85
115,2015,Royal Challengers Bangalore,Faf du Plessis,38,47,4,1,True,80.85
115,2015,Royal Challengers Bangalore,Glenn Maxwell,65,98,9,3,False,66.33
115,2015,Royal Challengers Bangalore,Dinesh Karthik,38,38,5,1,True,100.0
115,2015,Sunrisers Hyderabad,Kane Williamson,46,57,7,3,True,80.7
115,2015,Sunrisers Hyderabad,Abhishek Sharma,27,27,4,2,True,100.0
115,2015,Sunrisers Hyderabad,Rahul Tripathi,36,36,4,3,True,100.0
115,2015,Sunrisers Hyderabad,Nicholas Pooran,42,48,6,1,False,87.5
116,2015,Kolkata Knight Riders,Shreyas Iyer,63,93,10,2,True,67.74
116,2015,Kolkata Knight Riders,Venkatesh Iyer,47,66,6,1,True,71.21
116,2015,Kolkata Knight Riders,Andre Russell,58,68,6,4,True,85.29
116,2015,Kolkata Knight Riders,Nitish Rana,50,50,7,5,True,100.0
116,2015,Mumbai Indians,Rohit Sharma,65,85,9,4,True,76.47
116,2015,Mumbai Indians,Ishan Kishan,52,57,7,5,True,91.23
116,2015,Mumbai Indians,Suryakumar Yadav,45,49,6,2,True,91.84
116,2015,Mumbai Indians,Hardik Pandya,55,78,7,3,True,70.51
117,2015,Punjab Kings,Shikhar Dhawan,79,100,9,6,True,79.0
117,2015,Punjab Kings,Jonny Bairstow,47,57,7,3,True,82.46
117,2015,Punjab Kings,Liam Livingstone,48,48,8,3,True,100.0
117,2015,Punjab Kings,Sam Curran,49,49,8,4,True,100.0
117,2015,Sunrisers Hyderabad,Kane Williamson,30,30,4,2,True,100.0
117,2015,Sunrisers Hyderabad,Abhishek Sharma,42,57,4,3,True,73.68
117,2015,Sunrisers Hyderabad,Rahul Tripathi,27,60,3,1,False,45.0
117,2015,Sunrisers Hyderabad,Nicholas Pooran,19,24,2,2,False,79.17
118,2015,Royal Challengers Bangalore,Virat Kohli,62,77,5,6,True,80.52
118,2015,Royal Challengers Bangalore,Faf du Plessis,0,0,0,0,False,0.0
118,2015,Royal Challengers Bangalore,Glenn Maxwell,41,51,3,1,True,80.39
118,2015,Royal Challengers Bangalore,Dinesh Karthik,54,65,6,4,False,83.08
118,2015,Kolkata Knight Riders,Shreyas Iyer,40,59,5,2,True,67.8
118,2015,Kolkata Knight Riders,Venkatesh Iyer,49,55,5,2,True,89.09
118,2015,Kolkata Knight Riders,Andre Russell,47,49,8,4,True,95.92
118,2015,Kolkata Knight Riders,Nitish Rana,67,88,10,2,True,76.14
119,2015,Rajasthan Royals,Jos Buttler,59,66,9,6,True,89.39
119,2015,Rajasthan Royals,Sanju Samson,46,61,6,1,True,75.41
119,2015,Rajasthan Royals,Yashasvi Jaiswal,44,70,4,2,True,62.86
119,2015,Rajasthan Royals,Devdutt Padikkal,46,46,5,2,False,100.0
119,2015,Chennai Super Kings,MS Dhoni,47,52,7,2,True,90.38
119,2015,Chennai Super Kings,Ruturaj Gaikwad,58,83,7,2,True,69.88
119,2015,Chennai Super Kings,Devon Conway,25,35,3,1,True,71.43
119,2015,Chennai Super Kings,Ambati Rayudu,41,51,3,3,True,80.39
120,2015,Delhi Capitals,David Warner,32,32,3,2,True,100.0
120,2015,Delhi Capitals,Prithvi Shaw,3,3,0,0,False,100.0
120,2015,Delhi Capitals,Rishabh Pant,23,36,3,0,False,63.89
120,2015,Delhi Capitals,Axar Patel,0,2,0,0,False,0.0
120,2015,Mumbai Indians,Rohit Sharma,39,66,6,2,True,59.09
120,2015,Mumbai Indians,Ishan Kishan,86,101,7,4,True,85.15
120,2015,Mumbai Indians,Suryakumar Yadav,38,51,5,1,False,74.51
120,2015,Mumbai Indians,Hardik Pandya,52,69,5,2,True,75.36
121,2015,Rajasthan Royals,Jos Buttler,53,84,9,3,True,63.1
121,2015,Rajasthan Royals,Sanju Samson,95,95,10,6,True,100.0
121,2015,Rajasthan Royals,Yashasvi Jaiswal,50,61,5,1,True,81.97
121,2015,Rajasthan Royals,Devdutt Padikkal,22,28,3,2,False,78.57
121,2015,Kolkata Knight Riders,Shreyas Iyer,19,30,2,1,True,63.33
121,2015,Kolkata Knight Riders,Venkatesh Iyer,48,49,4,5,True,97.96
121,2015,Kolkata Knight Riders,Andre Russell,43,45,5,2,True,95.56
121,2015,Kolkata Knight Riders,Nitish Rana,18,18,1,1,True,100.0
122,2015,Royal Challengers Bangalore,Virat Kohli,31,31,3,3,True,100.0
122,2015,Royal Challengers Bangalore,Faf du Plessis,13,27,1,1,True,48.15
122,2015,Royal Challengers Bangalore,Glenn Maxwell,67,70,5,6,True,95.71
122,2015,Royal Challengers Bangalore,Dinesh Karthik,29,33,2,3,True,87.88
122,2015,Delhi Capitals,David Warner,61,61,5,4,True,100.0
122,2015,Delhi Capitals,Prithvi Shaw,51,87,6,3,True,58.62
122,2015,Delhi Capitals,Rishabh Pant,42,42,4,3,True,100.0
122,2015,Delhi Capitals,Axar Patel,58,73,6,2,True,79.45
123,2015,Chennai Super Kings,MS Dhoni,59,61,7,3,True,96.72
123,2015,Chennai Super Kings,Ruturaj Gaikwad,34,38,3,3,True,89.47
123,2015,Chennai Super Kings,Devon Conway,42,42,4,2,True,100.0
123,2015,Chennai Super Kings,Ambati Rayudu,45,56,4,2,True,80.36
123,2015,Mumbai Indians,Rohit Sharma,61,70,10,6,False,87.14
123,2015,Mumbai Indians,Ishan Kishan,21,30,3,0,False,70.0
123,2015,Mumbai Indians,Suryakumar Yadav,68,77,8,2,True,88.31
123,2015,Mumbai Indians,Hardik Pandya,39,57,3,4,True,68.42
124,2015,Sunrisers Hyderabad,Kane Williamson,56,82,6,5,True,68.29
124,2015,Sunrisers Hyderabad,Abhishek Sharma,35,52,4,2,True,67.31
124,2015,Sunrisers Hyderabad,Rahul Tripathi,0,0,0,0,True,0.0
124,2015,Sunrisers Hyderabad,Nicholas Pooran,65,68,7,7,True,95.59
124,2015,Punjab Kings,Shikhar Dhawan,31,42,3,1,True,73.81
124,2015,Punjab Kings,Jonny Bairstow,67,80,11,4,True,83.75
124,2015,Punjab Kings,Liam Livingstone,35,48,5,1,False,72.92
124,2015,Punjab Kings,Sam Curran,23,30,2,1,False,76.67
125,2015,Delhi Capitals,David Warner,58,58,8,5,True,100.0
125,2015,Delhi Capitals,Prithvi Shaw,64,89,11,7,False,71.91
125,2015,Delhi Capitals,Rishabh Pant,30,45,4,2,True,66.67
125,2015,Delhi Capitals,Axar Patel,67,76,6,4,True,88.16
125,2015,Kolkata Knight Riders,Shreyas Iyer,50,55,8,2,False,90.91
125,2015,Kolkata Knight Riders,Venkatesh Iyer,34,55,5,3,True,61.82
125,2015,Kolkata Knight Riders,Andre Russell,26,33,3,1,False,78.79
125,2015,Kolkata Knight Riders,Nitish Rana,11,15,1,0,True,73.33
126,2015,Rajasthan Royals,Jos Buttler,47,50,6,5,False,94.0
126,2015,Rajasthan Royals,Sanju Samson,39,43,5,1,True,90.7
126,2015,Rajasthan Royals,Yashasvi Jaiswal,71,91,12,6,True,78.02
126,2015,Rajasthan Royals,Devdutt Padikkal,43,43,6,2,True,100.0
126,2015,Chennai Super Kings,MS Dhoni,49,66,8,1,False,74.24
126,2015,Chennai Super Kings,Ruturaj Gaikwad,22,31,3,2,True,70.97
126,2015,Chennai Super Kings,Devon Conway,22,31,3,1,True,70.97
126,2015,Chennai Super Kings,Ambati Rayudu,23,23,3,1,True,100.0
127,2015,Mumbai Indians,Rohit Sharma,36,44,6,4,True,81.82
127,2015,Mumbai Indians,Ishan Kishan,33,42,5,2,True,78.57
127,2015,Mumbai Indians,Suryakumar Yadav,27,28,3,1,True,96.43
127,2015,Mumbai Indians,Hardik Pandya,45,48,7,4,False,93.75
127,2015,Sunrisers Hyderabad,Kane Williamson,12,12,1,0,True,100.0
127,2015,Sunrisers Hyderabad,Abhishek Sharma,50,79,5,2,True,63.29
127,2015,Sunrisers Hyderabad,Rahul Tripathi,62,82,9,5,True,75.61
127,2015,Sunrisers Hyderabad,Nicholas Pooran,41,50,5,4,True,82.0
128,2015,Punjab Kings,Shikhar Dhawan,48,57,7,5,True,84.21
128,2015,Punjab Kings,Jonny Bairstow,38,50,4,4,False,76.0
128,2015,Punjab Kings,Liam Livingstone,63,75,8,3,True,84.0
128,2015,Punjab Kings,Sam Curran,76,112,11,5,True,67.86
128,2015,Royal Challengers Bangalore,Virat Kohli,22,22,3,0,False,100.0
128,2015,Royal Challengers Bangalore,Faf du Plessis,53,53,9,4,True,100.0
128,2015,Royal Challengers Bangalore,Glenn Maxwell,23,40,2,2,False,57.5
128,2015,Royal Challengers Bangalore,Dinesh Karthik,18,34,1,0,True,52.94
129,2015,Royal Challengers Bangalore,Virat Kohli,26,31,2,1,True,83.87
129,2015,Royal Challengers Bangalore,Faf du Plessis,44,44,3,1,True,100.0
129,2015,Royal Challengers Bangalore,Glenn Maxwell,39,39,3,2,True,100.0
129,2015,Royal Challengers Bangalore,Dinesh Karthik,36,36,6,1,True,100.0
129,2015,Mumbai Indians,Rohit Sharma,70,82,6,8,True,85.37
129,2015,Mumbai Indians,Ishan Kishan,61,69,8,4,True,88.41
129,2015,Mumbai Indians,Suryakumar Yadav,24,31,3,1,False,77.42
129,2015,Mumbai Indians,Hardik Pandya,35,41,2,3,True,85.37
130,2015,Delhi Capitals,David Warner,37,48,4,1,True,77.08
130,2015,Delhi Capitals,Prithvi Shaw,61,69,10,2,True,88.41
130,2015,Delhi Capitals,Rishabh Pant,47,48,7,4,True,97.92
130,2015,Delhi Capitals,Axar Patel,36,36,3,3,True,100.0
130,2015,Rajasthan Royals,Jos Buttler,31,44,5,1,True,70.45
130,2015,Rajasthan Royals,Sanju Samson,63,82,7,7,True,76.83
130,2015,Rajasthan Royals,Yashasvi Jaiswal,55,55,5,3,True,100.0
130,2015,Rajasthan Royals,Devdutt Padikkal,39,58,5,2,True,67.24
131,2015,Kolkata Knight Riders,Shreyas Iyer,74,79,11,2,False,93.67
131,2015,Kolkata Knight Riders,Venkatesh Iyer,31,31,3,1,True,100.0
131,2015,Kolkata Knight Riders,Andre Russell,53,68,5,1,True,77.94
131,2015,Kolkata Knight Riders,Nitish Rana,13,13,1,0,False,100.0
131,2015,Sunrisers Hyderabad,Kane Williamson,50,53,8,3,True,94.34
131,2015,Sunrisers Hyderabad,Abhishek Sharma,67,82,11,3,True,81.71
131,2015,Sunrisers Hyderabad,Rahul Tripathi,20,20,1,2,True,100.0
131,2015,Sunrisers Hyderabad,Nicholas Pooran,84,104,8,9,False,80.77
132,2015,Chennai Super Kings,MS Dhoni,25,25,3,1,True,100.0
132,2015,Chennai Super Kings,Ruturaj Gaikwad,43,57,7,1,False,75.44
132,2015,Chennai Super Kings,Devon Conway,57,60,5,6,True,95.0
132,2015,Chennai Super Kings,Ambati Rayudu,55,55,6,4,False,100.0
132,2015,Punjab Kings,Shikhar Dhawan,52,59,6,3,True,88.14
132,2015,Punjab Kings,Jonny Bairstow,57,67,6,4,False,85.07
132,2015,Punjab Kings,Liam Livingstone,37,56,5,4,True,66.07
132,2015,Punjab Kings,Sam Curran,25,26,2,1,True,96.15
133,2015,Rajasthan Royals,Jos Buttler,86,108,11,8,True,79.63
133,2015,Rajasthan Royals,Sanju Samson,35,48,4,3,True,72.92
133,2015,Rajasthan Royals,Yashasvi Jaiswal,40,43,5,4,False,93.02
133,2015,Rajasthan Royals,Devdutt Padikkal,9,9,1,0,False,100.0
133,2015,Mumbai Indians,Rohit Sharma,40,47,4,2,False,85.11
133,2015,Mumbai Indians,Ishan Kishan,73,96,8,6,True,76.04
133,2015,Mumbai Indians,Suryakumar Yadav,46,70,5,4,True,65.71
133,2015,Mumbai Indians,Hardik Pandya,59,70,4,3,True,84.29
134,2015,Punjab Kings,Shikhar Dhawan,38,50,6,3,True,76.0
134,2015,Punjab Kings,Jonny Bairstow,26,26,2,1,True,100.0
134,2015,Punjab Kings,Liam Livingstone,42,42,4,3,False,100.0
134,2015,Punjab Kings,Sam Curran,42,42,3,3,True,100.0
134,2015,Kolkata Knight Riders,Shreyas Iyer,23,40,2,0,True,57.5
134,2015,Kolkata Knight Riders,Venkatesh Iyer,56,72,9,6,False,77.78
134,2015,Kolkata Knight Riders,Andre Russell,60,64,8,3,False,93.75
134,2015,Kolkata Knight Riders,Nitish Rana,57,69,5,2,True,82.61
135,2015,Sunrisers Hyderabad,Kane Williamson,33,48,3,3,False,68.75
135,2015,Sunrisers Hyderabad,Abhishek Sharma,49,68,4,2,True,72.06
135,2015,Sunrisers Hyderabad,Rahul Tripathi,27,27,4,2,True,100.0
135,2015,Sunrisers Hyderabad,Nicholas Pooran,42,54,6,2,True,77.78
135,2015,Delhi Capitals,David Warner,42,51,5,2,True,82.35
135,2015,Delhi Capitals,Prithvi Shaw,51,70,5,3,False,72.86
135,2015,Delhi Capitals,Rishabh Pant,28,28,2,2,True,100.0
135,2015,Delhi Capitals,Axar Patel,25,31,3,2,True,80.65
136,2015,Chennai Super Kings,MS Dhoni,92,105,11,10,True,87.62
136,2015,Chennai Super Kings,Ruturaj Gaikwad,57,72,6,2,True,79.17
136,2015,Chennai Super Kings,Devon Conway,40,54,5,4,True,74.07
136,2015,Chennai Super Kings,Ambati Rayudu,27,39,2,2,True,69.23
136,2015,Royal Challengers Bangalore,Virat Kohli,22,26,2,2,False,84.62
136,2015,Royal Challengers Bangalore,Faf du Plessis,39,42,6,2,True,92.86
136,2015,Royal Challengers Bangalore,Glenn Maxwell,25,47,2,2,False,53.19
136,2015,Royal Challengers Bangalore,Dinesh Karthik,56,73,6,2,True,76.71
137,2015,Mumbai Indians,Rohit Sharma,17,27,2,0,False,62.96
137,2015,Mumbai Indians,Ishan Kishan,41,45,4,2,True,91.11
137,2015,Mumbai Indians,Suryakumar Yadav,6,6,0,0,False,100.0
137,2015,Mumbai Indians,Hardik Pandya,53,53,7,3,True,100.0
137,2015,Sunrisers Hyderabad,Kane Williamson,49,67,8,3,True,73.13
137,2015,Sunrisers Hyderabad,Abhishek Sharma,56,64,5,2,True,87.5
