match_id,season,team1,team2,winner,toss_winner,toss_decision,team1_score,team2_score,margin
251,2019,Delhi Capitals,Royal Challengers Bangalore,Royal Challengers Bangalore,Delhi Capitals,field,170,127,43
252,2019,Punjab Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,Punjab Kings,bat,146,195,49
253,2020,Rajasthan Royals,Sunrisers Hyderabad,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,155,141,14
254,2020,Kolkata Knight Riders,Punjab Kings,Kolkata Knight Riders,Punjab Kings,field,175,134,41
255,2020,Royal Challengers Bangalore,Delhi Capitals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,204,180,24
256,2020,Chennai Super Kings,Mumbai Indians,Mumbai Indians,Mumbai Indians,field,202,214,12
257,2020,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,Kolkata Knight Riders,field,136,194,58
258,2020,Delhi Capitals,Royal Challengers Bangalore,Royal Challengers Bangalore,Royal Challengers Bangalore,field,151,145,6
259,2020,Punjab Kings,Sunrisers Hyderabad,Punjab Kings,Punjab Kings,field,143,194,51
260,2020,Rajasthan Royals,Mumbai Indians,Mumbai Indians,Mumbai Indians,bat,142,144,2
261,2020,Chennai Super Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,Chennai Super Kings,field,184,151,33
262,2020,Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,bat,212,141,71
263,2020,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,Kolkata Knight Riders,field,132,147,15
264,2020,Delhi Capitals,Punjab Kings,Delhi Capitals,Delhi Capitals,bat,183,182,1
265,2020,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,field,133,211,78
266,2020,Rajasthan Royals,Royal Challengers Bangalore,Rajasthan Royals,Royal Challengers Bangalore,field,179,168,11
267,2020,Punjab Kings,Mumbai Indians,Punjab Kings,Punjab Kings,field,195,198,3
268,2020,Chennai Super Kings,Delhi Capitals,Delhi Capitals,Delhi Capitals,field,187,131,56
269,2020,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,Royal Challengers Bangalore,field,216,161,55
270,2020,Kolkata Knight Riders,Delhi Capitals,Kolkata Knight Riders,Delhi Capitals,field,166,188,22
271,2020,Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,bat,189,133,56
272,2020,Punjab Kings,Rajasthan Royals,Punjab Kings,Punjab Kings,field,199,136,63
273,2020,Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,field,185,155,30
274,2020,Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,Rajasthan Royals,bat,139,186,47
275,2020,Delhi Capitals,Punjab Kings,Delhi Capitals,Punjab Kings,field,139,195,56
276,2020,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,Mumbai Indians,field,137,162,25
277,2020,Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals,Sunrisers Hyderabad,field,178,163,15
278,2020,Punjab Kings,Delhi Capitals,Punjab Kings,Punjab Kings,field,190,139,51
279,2020,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,bat,166,139,27
280,2020,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,bat,199,178,21
281,2021,Delhi Capitals,Punjab Kings,Punjab Kings,Delhi Capitals,field,185,162,23
282,2021,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,Mumbai Indians,field,152,164,12
283,2021,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,Kolkata Knight Riders,bat,137,204,67
284,2021,Sunrisers Hyderabad,Royal Challengers Bangalore,Sunrisers Hyderabad,Royal Challengers Bangalore,bat,134,205,71
285,2021,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,field,176,195,19
286,2021,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,field,162,120,42
287,2021,Royal Challengers Bangalore,Delhi Capitals,Royal Challengers Bangalore,Delhi Capitals,field,177,188,11
288,2021,Punjab Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,Sunrisers Hyderabad,field,193,189,4
289,2021,Mumbai Indians,Rajasthan Royals,Mumbai Indians,Mumbai Indians,field,197,123,74
290,2021,Chennai Super Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,Royal Challengers Bangalore,field,142,142,0
291,2021,Delhi Capitals,Sunrisers Hyderabad,Delhi Capitals,Delhi Capitals,field,183,190,7
292,2021,Kolkata Knight Riders,Punjab Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,200,134,66
293,2021,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,Rajasthan Royals,bat,219,130,89
294,2021,Sunrisers Hyderabad,Mumbai Indians,Mumbai Indians,Mumbai Indians,field,195,165,30
295,2021,Punjab Kings,Royal Challengers Bangalore,Punjab Kings,Punjab Kings,field,177,185,8
296,2021,Chennai Super Kings,Delhi Capitals,Chennai Super Kings,Chennai Super Kings,field,154,131,23
297,2021,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,Rajasthan Royals,field,172,140,32
298,2021,Sunrisers Hyderabad,Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,field,144,144,0
299,2021,Mumbai Indians,Delhi Capitals,Delhi Capitals,Mumbai Indians,bat,150,132,18
300,2021,Kolkata Knight Riders,Punjab Kings,Kolkata Knight Riders,Punjab Kings,bat,197,171,26
301,2021,Chennai Super Kings,Punjab Kings,Punjab Kings,Punjab Kings,bat,133,209,76
302,2021,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,bat,203,158,45
303,2021,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,Royal Challengers Bangalore,bat,171,180,9
304,2021,Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad,Delhi Capitals,field,136,173,37
305,2021,Mumbai Indians,Delhi Capitals,Delhi Capitals,Delhi Capitals,field,138,145,7
306,2021,Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad,Rajasthan Royals,bat,171,191,20
307,2021,Punjab Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,Punjab Kings,bat,166,187,21
308,2021,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,168,193,25
309,2022,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,bat,166,134,32
310,2022,Mumbai Indians,Rajasthan Royals,Mumbai Indians,Mumbai Indians,field,139,192,53
311,2022,Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,154,121,33
312,2022,Kolkata Knight Riders,Punjab Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,196,161,35
313,2022,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,field,171,151,20
314,2022,Rajasthan Royals,Mumbai Indians,Rajasthan Royals,Mumbai Indians,bat,165,122,43
315,2022,Punjab Kings,Chennai Super Kings,Punjab Kings,Punjab Kings,bat,170,187,17
316,2022,Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad,Delhi Capitals,bat,134,163,29
317,2022,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,bat,131,206,75
318,2022,Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad,Delhi Capitals,field,216,149,67
319,2022,Royal Challengers Bangalore,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,field,165,188,23
320,2022,Punjab Kings,Rajasthan Royals,Punjab Kings,Punjab Kings,field,184,199,15
321,2022,Delhi Capitals,Rajasthan Royals,Rajasthan Royals,Rajasthan Royals,field,159,142,17
322,2022,Royal Challengers Bangalore,Sunrisers Hyderabad,Royal Challengers Bangalore,Sunrisers Hyderabad,bat,213,184,29
323,2022,Kolkata Knight Riders,Punjab Kings,Punjab Kings,Kolkata Knight Riders,bat,151,201,50
324,2022,Chennai Super Kings,Mumbai Indians,Mumbai Indians,Mumbai Indians,bat,145,195,50
325,2022,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,Royal Challengers Bangalore,field,131,210,79
326,2022,Delhi Capitals,Mumbai Indians,Delhi Capitals,Delhi Capitals,bat,181,181,0
327,2022,Kolkata Knight Riders,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,field,135,154,19
328,2022,Sunrisers Hyderabad,Punjab Kings,Punjab Kings,Sunrisers Hyderabad,field,141,168,27
329,2022,Chennai Super Kings,Mumbai Indians,Mumbai Indians,Mumbai Indians,field,209,126,83
330,2022,Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,164,185,21
331,2022,Kolkata Knight Riders,Punjab Kings,Kolkata Knight Riders,Kolkata Knight Riders,bat,149,201,52
332,2022,Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,Rajasthan Royals,field,183,152,31
333,2022,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,field,135,144,9
334,2022,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,Mumbai Indians,bat,197,144,53
335,2022,Chennai Super Kings,Punjab Kings,Chennai Super Kings,Chennai Super Kings,field,161,211,50
336,2022,Rajasthan Royals,Delhi Capitals,Rajasthan Royals,Delhi Capitals,field,189,182,7
337,2023,Royal Challengers Bangalore,Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,160,175,15
338,2023,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,bat,150,192,42
339,2023,Punjab Kings,Chennai Super Kings,Chennai Super Kings,Chennai Super Kings,bat,209,135,74
340,2023,Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad,Delhi Capitals,field,169,136,33
341,2023,Kolkata Knight Riders,Delhi Capitals,Delhi Capitals,Kolkata Knight Riders,field,191,126,65
342,2023,Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,Royal Challengers Bangalore,field,215,124,91
343,2023,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,Mumbai Indians,bat,150,198,48
344,2023,Sunrisers Hyderabad,Punjab Kings,Punjab Kings,Sunrisers Hyderabad,bat,168,124,44
345,2023,Royal Challengers Bangalore,Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,field,165,200,35
346,2023,Punjab Kings,Mumbai Indians,Punjab Kings,Mumbai Indians,field,150,171,21
347,2023,Delhi Capitals,Sunrisers Hyderabad,Delhi Capitals,Delhi Capitals,field,197,153,44
348,2023,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,field,181,148,33
349,2023,Kolkata Knight Riders,Punjab Kings,Kolkata Knight Riders,Punjab Kings,bat,130,121,9
350,2023,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,bat,187,179,8
351,2023,Chennai Super Kings,Delhi Capitals,Delhi Capitals,Delhi Capitals,field,163,127,36
352,2023,Rajasthan Royals,Sunrisers Hyderabad,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,146,179,33
353,2023,Punjab Kings,Delhi Capitals,Delhi Capitals,Punjab Kings,bat,216,162,54
354,2023,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,Kolkata Knight Riders,bat,153,136,17
355,2023,Sunrisers Hyderabad,Mumbai Indians,Mumbai Indians,Sunrisers Hyderabad,field,160,130,30
356,2023,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,Chennai Super Kings,field,157,170,13
357,2023,Punjab Kings,Rajasthan Royals,Punjab Kings,Rajasthan Royals,bat,210,214,4
358,2023,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,Chennai Super Kings,field,195,198,3
359,2023,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,Mumbai Indians,bat,197,197,0
360,2023,Delhi Capitals,Kolkata Knight Riders,Delhi Capitals,Delhi Capitals,field,191,129,62
361,2023,Punjab Kings,Kolkata Knight Riders,Punjab Kings,Kolkata Knight Riders,field,161,151,10
362,2023,Rajasthan Royals,Sunrisers Hyderabad,Sunrisers Hyderabad,Rajasthan Royals,bat,146,159,13
363,2023,Royal Challengers Bangalore,Delhi Capitals,Delhi Capitals,Royal Challengers Bangalore,field,188,197,9
364,2023,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,bat,159,203,44
